row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
BDI-gov.policy-large-bande-2025,BDI,gov.policy,Governance,instrument,Burundi Large Bande 2025 broadband strategy,"In development, validated and not adopted",2018-03-01,"Validated by stakeholders 6 December 2017, en instance d'adoption par le Gouvernement",,No change,,Still awaiting government adoption; no published text and no adopting act located,2018-03-01-arct-rapport-annuel-2017-burundi-large-bande-2025,,
BDI-gov.policy-acces-information,BDI,gov.policy,Governance,instrument,Draft law on access to public information,"In development, adopted in Council of Ministers",2026-06-13,Adopted in Council of Ministers 10 June 2026,,Advanced,,A draft adopted in Council and not enacted; no text published and no parliamentary date set,2026-06-13-conseil-ministres-adopte-projet-loi-acces-information-publique,,
BDI-gov.policy-broadband-mapping,BDI,gov.policy,Governance,instrument,National broadband mapping system,In development,2025-12-04,"National Africa-BB-Maps event, Bujumbura, 28-30 October 2025",,Advanced,,"A national broadband mapping system established under regulator stewardship with an operational roadmap, to identify underserved areas and direct investment",2025-12-04-africa-bb-maps-rapport-evenement-national-cartographie-large-bande-burundi,,
BDI-gov.policy-sngd,BDI,gov.policy,Governance,instrument,National Data Governance Strategy,Implemented,2025-11-14,"Validated with seven pillars, UNECA-supported and AU Data Policy Framework-aligned",,Advanced,Did not exist,Validated; treats data as a public good,2025-11-14-burundi-adopts-national-data-governance-strategy,,
BDI-gov.policy-pddsp,BDI,gov.policy,Governance,instrument,Plan directeur de digitalisation des services publics 2023-2033,Implemented,2026-03-23,"Adopted in Council of Ministers 2023-05-10; mid-term review of the financing project, March 2026",,Advanced,,"In force as the standing digitalisation instrument, with an implementation roadmap agreed in November 2025 and the World Bank project financing it reviewed at mid-term in March 2026",2023-05-10-pddsp-plan-directeur-digitalisation-services-publics-2023-2033|2025-11-15-atelier-echanges-economie-numerique-burundi|2026-03-23-pafen-evaluation-mi-parcours-transformation-numerique,,
BDI-gov.policy-pndtic,BDI,gov.policy,Governance,instrument,Politique nationale de developpement des TIC 2010-2025,"Discontinued, term expired",2011-07-13,Adopted in Council of Ministers 13 July 2011 for a term to 2025,,No change,,Term expired at the end of 2025 with no adopted successor located,2011-07-13-pndtic-politique-nationale-developpement-tic-2010-2025,,
BDI-gov.policy-phoneban,BDI,gov.policy,Governance,instrument,Proposed mobile-phone ban for civil servants,Planned,2026-05-29,"Proposed by the president, office landlines to replace mobile phones",,"Advanced, proposal only",Did not exist,Proposed; no instrument on file,2026-05-29-burundian-president-mobile-phone-ban-civil-servants,,
BDI-gov.policy-data-localisation,BDI,gov.policy,Governance,instrument,Rules restricting cross-border data transfer,Not held,2024-01-04,Absence stated in a regional digital-trade regulatory profile,,No change,,"No national legal framework on cross-border data transfers and no measure restricting them, including on data location, transfer bans or local processing",2024-01-04-uneca-atpc-digital-trade-regulatory-integration-country-profile-burundi,2024-01-04,the finding is a stated absence rather than a gap in the record; the profile's underlying regulatory survey runs to December 2021
BDI-gov.policy-vision-2040-2060,BDI,gov.policy,Governance,instrument,Vision 2040-2060 sector implementation documents,In development,2026-07-04,"Prime Minister's orientation workshop, 3 July 2026",,Advanced,,"Ministries instructed to produce implementation documents, with public-administration digitalisation and e-government among the first priority programmes; no document published",2026-07-04-primature-oriente-ministeres-vision-2040-2060,,
BDI-gov.legislate-ati,BDI,gov.legislate,Governance,instrument,Access to information bill,Planned,2026-08-04,Listed on the National Assembly's order paper for the session opened 3 August 2026,,Advanced,Did not exist,"Scheduled for examination; no text, tabling number, sponsoring ministry or timetable published",2026-08-04-burundi-national-assembly-august-session-access-to-information-bill,,"The session runs about three months under article 176 of the constitution, the outer bound for passage in this sitting."
BDI-gov.legislate-aml,BDI,gov.legislate,Governance,instrument,Anti-money-laundering and counter-terrorist-financing regime,Enacted,2026-02-16,"Five central bank circulars issued, FATF-aligned",,Baseline not held,Baseline not held,Five circulars in force,2026-02-16-burundi-central-bank-new-aml-cft-rules,,
BDI-gov.legislate-cadre-national-donnees,BDI,gov.legislate,Governance,instrument,Decret n 100/085 du 25 juillet 2018 portant cadre national des donnees,Implemented,2018-07-25,Presidential decree of 25 July 2018,,No change,,"In force as the closest instrument to legislation enabling data sharing between public bodies: it defines administrative data, brings it into the dissemination regime and provides for making data available electronically",2018-07-25-decret-100-085-cadre-national-donnees,,
BDI-gov.legislate-ai-instrument,BDI,gov.legislate,Governance,instrument,Dedicated artificial-intelligence legislation,Not held,2026-04-22,"No loi, decret, ordonnance or regulator reglement on artificial intelligence located, November 2025",,No change,,No binding instrument; what moved in the window is the validation of a non-binding national strategy,2025-11-28-pnud-burundi-feuille-route-ia|2026-04-22-abp-validation-strategie-nationale-ia,2025-11-28,"a dated, searched absence: the November 2025 readiness assessment is the authoritative Burundi-specific statement of it"
BDI-gov.legislate-fichier-national-texts,BDI,gov.legislate,Governance,instrument,Instituting texts for the Fichier National d'Identification,"Planned, instituting texts not adopted",2026-01-01,Stated on the official procedure page that further texts remain to be adopted,,Baseline not held,,The national identification file has a procedure page and no instituting instrument; further texts remain to be adopted,2026-01-01-isoko-fichier-national-identification-carte-nationale-identite,,
BDI-gov.legislate-social-media-influencer-law,BDI,gov.legislate,Governance,instrument,Law regulating social-media influencers and content creators,In development,2026-08-27,Consultation workshop held 2026-08-26,2026-08-26,Advanced,No dedicated legal framework for online publishing,"Consultations opened on 26 August 2026, the communication ministry convening influencers, content creators, legal experts and jurists to gather sector input before the bill is finalised; it would be the country's first dedicated legal framework for online publishing",2026-08-27-burundi-social-media-influencers-law,,"no draft provisions are published, and whether the law would require registration, set disclosure rules for sponsored content, create an oversight body or set penalties is unestablished"
BDI-gov.legislate-loi-paiement,BDI,gov.legislate,Governance,instrument,Loi n 1/07 du 11 mai 2018 portant systeme national de paiement,Implemented,2026-04-23,Framework statute of 2018; oversight framework and the national instant payment system built under it,,Advanced,,"The framework statute is in force, its articles 22 to 24 carrying dematerialisation of payment instruments and the admissibility of electronic evidence, and the central bank has published an oversight framework and launched a national instant payment system under it",2018-05-11-loi-1-07-systeme-national-paiement|2025-11-20-brb-cadre-surveillance-paiement|2026-04-23-brb-lancement-burundipay,,
BDI-gov.legislate-loi-statistique,BDI,gov.legislate,Governance,instrument,Loi n 1/08 du 20 mai 2021 sur l'organisation du systeme statistique,Implemented,2021-05-20,"Recast of the 2007 statistics law, promulgated 20 May 2021",,No change,,"In force as the substantive recast in a chain running from the 2007 law through this one to a 2023 modification, for which no gazetted text was located",2021-05-20-loi-1-08-organisation-systeme-statistique,,
BDI-gov.legislate-cybercriminalite,BDI,gov.legislate,Governance,instrument,Loi n 1/10 du 16 mars 2022 sur la cybercriminalite,Implemented,2024-08-22,"Promulgated 16 March 2022, recorded En vigueur on the official legal database",,No change,,"In force as the stand-alone cybercrime statute, alongside the cybersecurity obligations at articles 160 to 167 of the 2024 electronic communications code",2022-03-16-loi-1-10-cybercriminalite|2024-08-22-loi-1-22-code-communications-electroniques-postales,,
BDI-gov.legislate-code-communications,BDI,gov.legislate,Governance,instrument,Loi n 1/22 du 22 aout 2024 portant code des communications electroniques et postales,Implemented,2024-08-22,Promulgated 22 August 2024,,No change,,In force and treated by the regulator as the legal basis for electronic commerce; there is no free-standing electronic transactions or electronic signature law,2024-08-22-loi-1-22-code-communications-electroniques-postales,,
BDI-gov.legislate-ecommerce-regime,BDI,gov.legislate,Governance,instrument,National e-commerce ecosystem guidelines and conformity declaration,Implemented,2026-06-26,Guidelines published 29 May 2026; conformity declaration made compulsory 26 June 2026,,Advanced,,"Guidelines setting technical, operational and organisational standards for interoperability, transaction security and consumer protection, followed by a compulsory prior conformity declaration for platforms and merchant sites",2026-06-26-arct-declaration-conformite-commerce-electronique|2026-05-29-arct-lignes-directrices-ecosysteme-commerce-electronique,,
BDI-gov.legislate-sim-ordonnance,BDI,gov.legislate,Governance,instrument,Ordonnance ministerielle n 540/906/2026 on SIM registration,Implemented,2026-06-05,Non-compliant lines deactivated from 25 June 2026,,Advanced,,"Every subscriber required to regularise identification against the national identity card, with deactivation of non-compliant lines from 25 June 2026",2026-06-05-ecofin-burundi-identification-cartes-sim-obligatoire,,
BDI-gov.protect-vas,BDI,gov.protect,Governance,instrument,ARCT injunctions on value-added-service consent,Enacted,2026-07-24,Injunctions issued to Lumitel requiring genuinely voluntary subscription and prior notification,,Advanced,Did not exist,"Issued; the consumer association reports no significant improvement two months on, and no sanction is on file",2026-07-24-iwacu-consentement-explicite-abonne-services-valeur-ajoutee,,Lumitel maintains that nothing activates without a customer's deliberate action.
BDI-gov.protect-authority,BDI,gov.protect,Governance,instrument,Data protection authority,Planned,2026-01-16,"Created by the January 2026 law; no appointment, budget or decision on file",,Advanced,Did not exist,Provided for by statute; not on record as operating,2026-01-16-burundi-personal-data-protection-law-techafricanews,2026-08-09,
BDI-gov.protect-us-health-data-sharing-agreement,BDI,gov.protect,Governance,instrument,Data-sharing agreement under the United States health-sector memorandum,Not held,,,,,None published,None published,,,
BDI-gov.protect-loi-protection-donnees,BDI,gov.protect,Governance,instrument,Loi n 1/03 du 10 mars 2026 portant protection des donnees a caractere personnel,Enacted,2026-03-10,"Promulgated 10 March 2026, published by the regulator 18 March 2026",,Advanced,No legal regime for personal-data processing in Burundian positive law,"A first personal data protection law promulgated; the official text is an image-only scan, so its provisions cannot be read from the base",2026-03-10-loi-1-03-2026-protection-donnees-caractere-personnel|2026-01-30-assemblee-adoption-loi-protection-donnees|2025-10-22-conseil-ministres-communique-11-2025,,
BDI-gov.protect-law,BDI,gov.protect,Governance,instrument,Personal data protection law,Enacted,2026-01-16,"Unanimously adopted by the National Assembly, 15 January 2026",,Advanced,No statute,"In force: eight chapters, an independent authority, criminal penalties, Malabo-aligned",2026-01-16-burundi-personal-data-protection-law-techafricanews|2026-01-16 Burundi adopts data protection law,,The government's stated sequencing is that legislation came first in order to enable the biometric identity card.
BDI-gov.regional-afcfta,BDI,gov.regional,Governance,instrument,AfCFTA country implementation roadmap,Planned,2026-08-06,"Technical team agreed 3 August 2026, during the AfCFTA Secretary-General's mission to Bujumbura, to produce a country profile and implementation roadmap jointly owned by government and the private sector",,Baseline not held,Baseline not held,"Agreed at ministerial level; no roadmap, country profile or timetable published",2026-08-06-afcfta-secretary-general-begins-official-mission-to-burundi,,"Minister tied the effort to Burundi's African Union Chairmanship; discussion also covered the AfCFTA Adjustment Fund, to which Burundi was urged to submit financing priorities"
BDI-gov.regional-ona,BDI,gov.regional,Governance,instrument,EAC One Network Area and Regional Digital Integration protocol,Implemented,2025-01-21,Joined the One Network Area and ratified the protocol,,Advanced,Did not exist,Joined and ratified,2025-01-21-burundi-embraces-eac-digital-integration-ict-growth,,
