deal_id,place,state_level,spending_tier_name,fiscal_year_label,fy_start,fy_end,fy_calendar,budget_version,supplementary_basis,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,line_name,purpose,primary_subject,scope_confidence,scope_basis,finance_origin,funding_source,is_transfer,transfer_to,currency,amount_scale,proposed,appropriated,revised,released,actual,audited,baseline_stage,current_stage,exec_vs_voted,exec_vs_revised,source_tier,doc_type,doc_locator,source_slug,extracted,origin_record,notes
gha-2026-009-00903,GHA,national,,2026,2026-01-01,2026-12-31,gregorian,original,,009,009 - Ministry of Foreign Affairs and Regional Integration,009,Ministry of Foreign Affairs and Regional Integration,00903,Passport Administration,,,,printed,printed,programme,Passport Administration,Issues Ghanaian passports and travel documents and runs the Passport Application Centres.,dpi.id,partial,The programme's stated description is to improve the security and integrity of Ghanaian travel documents in accordance with ICAO and ECOWAS standards and to issue passports and other travel documents; credential issuance and the counter and consular service that delivers it sit in one line and the document publishes no split.,domestic-state,own-source,false,,GHS,full Ghana cedis as printed; the schedule states Currency: Ghana Cedi (GHS) and carries no scale factor,,148820843,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"Appropriation (No. 2) Act, 2025 (Act 1163), Fourth Schedule *Summary of Expenditure by Programme, Economic Item and Funding*, PDF p. 11, vote 009, programme 00903",2025-01-01-gha-appropriation-no2-act-1163-companion,2026-09-20,,"GoG 20,000,000 and IGF 128,820,843 - passport fees fund 87% of the programme, which is the own-source pattern the spec describes. The three MFARI programmes sum to the printed vote total 1,696,321,803. Scope was read from the 2026 MFARI PBB volume, a scan that carries no citable figure; the figure here is the Act's. Correcting sitting 2026-09-24: kept as the programme row. The Budget Statement's Appendix 8B prints Passport Office retained IGF 225,106,080, of which this programme carries 128,820,843; the other 96,285,237 sits in MFARI programmes that are not digital lines and is not held. FY2025 used the agency figure instead because that year's programme carried only 15,895,499 of the passport IGF."
gha-2026-011-01101-01101004,GHA,national,,2026,2026-01-01,2026-12-31,gregorian,original,,011,"011 - Ministry of Local Government, Chieftaincy and Religious Affairs",011,"Ministry of Local Government, Chieftaincy and Religious Affairs",01101,Management and Administration,01101004,"Research, Statistics and Information Management",,printed,printed,programme,"Management and Administration - Research, Statistics and Information Management","The ministry's RSIM directorate, which runs its databank, website and e-library.",data.statistics,partial,"The sub-programme's stated function is to manage an evolving databank for decision-making and to establish and maintain management information systems, and its published output indicators are a maintained interactive website with quarterly web-analytic reports and an operationalised e-library; research and image-projection sit in the same line and are not separable.",domestic-state,domestic-revenue,false,,GHS,full Ghana cedis as printed; the schedule states Currency: Ghana Cedi (GHS) and carries no scale factor,,500000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"2026 Programme-Based Budget Estimates, MLGCRA, table 1.5 *Appropriation Bill - Summary of Expenditure by Sub-Programme, Economic Item and Funding*, PDF p. 6, sub-programme 01101004",2026-01-01-gha-pbb-2026-mlgcra-companion,2026-09-20,,"GoG goods and services only; no IGF and no donor. Read off the rendered table - a pdftotext -layout dump of the same page attaches 600,000 to this line, which is 01101003's figure drifting down one row."
gha-2026-011-01109-01109004,GHA,national,,2026,2026-01-01,2026-12-31,gregorian,original,,011,"011 - Ministry of Local Government, Chieftaincy and Religious Affairs",011,"Ministry of Local Government, Chieftaincy and Religious Affairs",01109,Spatial Planning and Human Settlement,01109004,Spatial Planning,,printed,printed,programme,Spatial Planning and Human Settlement - Spatial Planning,"Land use planning, including redevelopment of the national land use information system.",dpi.registry,partial,"The volume's narrative splits this budget line into two sub-programmes and one of them, Spatial Data Management, is the redevelopment and expansion of the Land Use Planning and Management Information System (LUPMIS) with GIS training for MMDAs and RCCs; the appropriation table publishes a single figure for both, so the digital half cannot be separated and is not estimated.",domestic-state,domestic-revenue,false,,GHS,full Ghana cedis as printed; the schedule states Currency: Ghana Cedi (GHS) and carries no scale factor,,36454968,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"2026 Programme-Based Budget Estimates, MLGCRA, table 1.5 *Appropriation Bill - Summary of Expenditure by Sub-Programme, Economic Item and Funding*, PDF p. 6, sub-programme 01109004",2026-01-01-gha-pbb-2026-mlgcra-companion,2026-09-20,,"GoG 32,500,000 and IGF 3,954,968. The sub-programme is the whole of programme 01109, and the figure matches the Act's Fourth Schedule for that programme exactly."
gha-2026-026-02602-02602000,GHA,national,,2026,2026-01-01,2026-12-31,gregorian,original,,026,"026 - Ministry of Communication, Digital Technology and Innovations",026,"Ministry of Communication, Digital Technology and Innovations",02602,ICT Capacity Development,02602000,ICT Capacity Development,,printed,printed,programme,ICT Capacity Development,Training young Ghanaians in coding and other digital skills under the One Million Coders Programme.,capacity.training,whole,"The Budget Statement names this money as the One Million Coders Programme, a digital-skills training line, at the same figure and economic split as the sub-programme.",domestic-state,domestic-revenue,false,,GHS,full Ghana cedis as printed; the schedule states Currency: Ghana Cedi (GHS) and carries no scale factor,100000000,100000000,,,,,proposed,appropriated,,,budget-document,budget-estimates,"2026 Programme-Based Budget Estimates, MoCDTI, table 1.5 *Appropriation Bill - Summary of Expenditure by Sub-Programme, Economic Item and Funding*, PDF p. 6, sub-programme 02602000; proposed: Budget Statement 2026, Appendix 4A *MDA Expenditure Allocation (GH¢) - 2026* [Infrastructure Sector Summary - All Funding Sources], printed p. 182 (PDF p. 198), 22 Ministry of Communication, Digital Technology and Innovations, line *o/w CODERS (One Million Coders Programme)*",2026-01-01-gha-pbb-2026-mocd-companion,2026-09-20,,"GoG goods and services 60,000,000 and non-financial assets 40,000,000; no IGF and no donor. The programme has one sub-programme carrying its whole figure, which is the finest grain the volume prints. Agrees with the Act's Fourth Schedule for programme 02602. Correcting sitting 2026-09-24: this line is the One Million Coders Programme. The Budget Statement prints *o/w CODERS (One Million Coders Programme)* under MoCDTI with the same 60,000,000 goods and services and 40,000,000 capex, and table 1.6 carries the money in the Headquarters cost centre, not GI-KACE's; purpose, scope_basis and subject corrected accordingly, figure unchanged. Proposed stage added from the Statement."
gha-2026-026-02603-02603002,GHA,national,,2026,2026-01-01,2026-12-31,gregorian,original,,026,"026 - Ministry of Communication, Digital Technology and Innovations",026,"Ministry of Communication, Digital Technology and Innovations",02603,"ICT Infrastructure, Regulation and Capacity Building",02603002,ICT Capacity Development,,printed,printed,programme,"ICT Infrastructure, Regulation and Capacity Building - ICT Capacity Development",ICT capacity development inside the infrastructure and regulation programme.,capacity.training,whole,The sub-programme's whole stated purpose is ICT capacity development.,domestic-state,domestic-revenue,false,,GHS,full Ghana cedis as printed; the schedule states Currency: Ghana Cedi (GHS) and carries no scale factor,,17308560,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"2026 Programme-Based Budget Estimates, MoCDTI, table 1.5 *Appropriation Bill - Summary of Expenditure by Sub-Programme, Economic Item and Funding*, PDF p. 6, sub-programme 02603002",2026-01-01-gha-pbb-2026-mocd-companion,2026-09-20,,"GoG 15,891,503 and IGF 1,417,057. A second line of this name: programme 02602 carries GHS 100,000,000 under the same words. Distinct codes, and the two do not overlap - the five sub-programmes of 02603 sum to that programme's own domestic total. Correcting sitting 2026-09-24: figure confirmed at cost-centre grain: table 1.6 (PDF p. 101) prints cost centre 02651 Ghana India Kofi Annan Centre of Excellence in ICT at the same 17,308,560, so this is GI-KACE's appropriation."
gha-2026-026-02603-02603003,GHA,regulator,,2026,2026-01-01,2026-12-31,gregorian,original,,026,"026 - Ministry of Communication, Digital Technology and Innovations",026,Cyber Security Authority,02603,"ICT Infrastructure, Regulation and Capacity Building",02603003,Cyber Security and Regulations,,printed,printed,programme,"ICT Infrastructure, Regulation and Capacity Building - Cyber Security and Regulations",The Cyber Security Authority's appropriation.,infra.cybersec,whole,"A single-mandate body: the volume's programme structure attributes the sub-programme to the Cyber Security Authority, whose whole statutory mandate is cybersecurity regulation.",domestic-state,domestic-revenue,false,,GHS,full Ghana cedis as printed; the schedule states Currency: Ghana Cedi (GHS) and carries no scale factor,,25346198,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"2026 Programme-Based Budget Estimates, MoCDTI, table 1.5 *Appropriation Bill - Summary of Expenditure by Sub-Programme, Economic Item and Funding*, PDF p. 6, sub-programme 02603003",2026-01-01-gha-pbb-2026-mocd-companion,2026-09-20,,"GoG 21,801,749 and IGF 3,544,449. Correcting sitting 2026-09-24: figure confirmed at cost-centre grain: table 1.6 (PDF p. 100) prints cost centre 02604 Cyber Security Authority at the same 25,346,198."
gha-2026-026-02603-02603004,GHA,regulator,,2026,2026-01-01,2026-12-31,gregorian,original,,026,"026 - Ministry of Communication, Digital Technology and Innovations",026,Ghana Domain Name Registry,02603,"ICT Infrastructure, Regulation and Capacity Building",02603004,Domain Management and Regulation,,printed,printed,programme,"ICT Infrastructure, Regulation and Capacity Building - Domain Management and Regulation",Management and regulation of Ghana's country-code domain.,gov.standards,whole,A single-mandate body: the sub-programme's whole stated purpose is domain name management and regulation.,domestic-state,domestic-revenue,false,,GHS,full Ghana cedis as printed; the schedule states Currency: Ghana Cedi (GHS) and carries no scale factor,,2827244,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"2026 Programme-Based Budget Estimates, MoCDTI, table 1.5 *Appropriation Bill - Summary of Expenditure by Sub-Programme, Economic Item and Funding*, PDF p. 6, sub-programme 02603004",2026-01-01-gha-pbb-2026-mocd-companion,2026-09-20,,"GoG goods and services only; no IGF and no donor on this line. Correcting sitting 2026-09-24: figure confirmed at cost-centre grain: table 1.6 (PDF p. 100) prints cost centre 02605 Ghana Domain Name Registry at the same 2,827,244."
gha-2026-026-02603-02603005,GHA,regulator,,2026,2026-01-01,2026-12-31,gregorian,original,,026,"026 - Ministry of Communication, Digital Technology and Innovations",026,Data Protection Commission,02603,"ICT Infrastructure, Regulation and Capacity Building",02603005,Data Management and Regulation,,printed,printed,programme,"ICT Infrastructure, Regulation and Capacity Building - Data Management and Regulation",The Data Protection Commission's appropriation.,gov.protect,whole,"A single-mandate body: the sub-programme is the Data Protection Commission, whose whole statutory mandate is data protection.",domestic-state,own-source,false,,GHS,full Ghana cedis as printed; the schedule states Currency: Ghana Cedi (GHS) and carries no scale factor,,9720400,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"2026 Programme-Based Budget Estimates, MoCDTI, table 1.5 *Appropriation Bill - Summary of Expenditure by Sub-Programme, Economic Item and Funding*, PDF p. 6, sub-programme 02603005",2026-01-01-gha-pbb-2026-mocd-companion,2026-09-20,,"IGF only - compensation 4,665,792, goods and services 3,110,528, non-financial assets 1,944,080. The GoG column is blank on this line: the data protection regulator is financed entirely from its own registration and levy income. Correcting sitting 2026-09-24: figure confirmed at cost-centre grain: table 1.6 (PDF p. 101) prints cost centre 02659 Data Protection Commission at the same 9,720,400."
gha-2026-082-08201,GHA,regulator,,2026,2026-01-01,2026-12-31,gregorian,original,,082,082 - Right to Information Commission,082,Right to Information Commission,08201,Management and Administration,,,,printed,printed,programme,Management and Administration,Running the commission that administers Ghana's right-to-information regime.,data.open,whole,"A single-mandate body: the Commission's entire statutory mandate is administering the Right to Information Act, so its whole appropriation records.",domestic-state,domestic-revenue,false,,GHS,full Ghana cedis as printed; the schedule states Currency: Ghana Cedi (GHS) and carries no scale factor,,19413271,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"Appropriation (No. 2) Act, 2025 (Act 1163), Fourth Schedule *Summary of Expenditure by Programme, Economic Item and Funding*, PDF p. 12, vote 082, programme 08201",2025-01-01-gha-appropriation-no2-act-1163-companion,2026-09-20,,"GoG 17,757,604 and IGF 1,655,667. The two programmes sum to the printed vote total 20,413,271."
gha-2026-082-08202,GHA,regulator,,2026,2026-01-01,2026-12-31,gregorian,original,,082,082 - Right to Information Commission,082,Right to Information Commission,08202,Promotion of Right to Information,,,,printed,printed,programme,Promotion of Right to Information,Public promotion of the right to information.,data.open,whole,"A single-mandate body: the Commission's entire statutory mandate is administering the Right to Information Act, so its whole appropriation records.",domestic-state,domestic-revenue,false,,GHS,full Ghana cedis as printed; the schedule states Currency: Ghana Cedi (GHS) and carries no scale factor,,1000000,,,,,appropriated,appropriated,,,budget-document,appropriation-act,"Appropriation (No. 2) Act, 2025 (Act 1163), Fourth Schedule *Summary of Expenditure by Programme, Economic Item and Funding*, PDF p. 12, vote 082, programme 08202",2025-01-01-gha-appropriation-no2-act-1163-companion,2026-09-20,,GoG goods and services only.
