row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
COM-gov.policy-conseil-national-sur-le-numerique,COM,gov.policy,Governance,instrument,Conseil National sur le Numerique,Not held,,,,,,,,,
COM-gov.policy-digital-agency-board-of-directors,COM,gov.policy,Governance,instrument,Digital agency board of directors,Implemented,2026-07-30,"First session held and the bureau elected, members having been named by decree of 11 June 2026",,Advanced,"No board on record, the agency operating without constituted governance organs","Board seated, rules of procedure adopted, chair, vice-chair and rapporteur elected and the 2026 action plan examined",2026-07-27-km-anaden-conseil-administration|2026-07-30-gazette-comores-anaden-bureau-conseil-administration,,Seven years after the strategy that designed the agency; the decree naming the members is not held
COM-gov.policy-national-artificial-intelligence-strategy-or,COM,gov.policy,Governance,instrument,National artificial-intelligence strategy or policy,"Not held, searched 2026-08-31",2026-01-27,No adopted strategy on record; the digital agency's own 2024 account and a January 2026 civil-society call both describe one as absent,,No change,None on record,"Still none. The base holds no adopted or drafted national artificial-intelligence strategy, and the two records that speak to it both describe its absence",2024-06-11-com-anaden-ia-encore-balbutiements-comores|2026-01-27-gazette-comores-webinaire-uoni-ia-comores,2026-08-31,"a searched absence, not an unexamined one"
COM-gov.policy-observatoire-national-du-numerique,COM,gov.policy,Governance,instrument,Observatoire national du numerique,Planned,2026-03-12,Institutional capacity and a stand-up consultancy procured under the e-government project,2018-12,No change,Designed in the 2018 strategy as one of three bodies and never created,"Still does not exist, with its establishment now to be paid for by an external loan and no domestic appropriation",2018-12-01-comores-strategie-comores-numerique-2028|2026-03-12-com-bid-avis-general-passation-marches-e-gouvernement-anaden,,"Seven and a half years planned and never stood up; the sector-performance measurement body, whose absence is why no Comorian connectivity indicator series exists"
COM-gov.policy-strategie-comores-numerique-2028,COM,gov.policy,Governance,instrument,Strategie Comores Numerique 2028,Implemented,2026-07-27,Restated as the delivery frame at the digital agency's first board session,2018-12,No change,"In force, with six axes and thirteen strategic orientations costed at KMF 52,995,160,485 in the 2018 plan","Unrevised and still the stated delivery frame; no mid-term review, revision or successor is on file",2018-12-01-comores-strategie-comores-numerique-2028|2026-07-27-km-anaden-conseil-administration,,"Month precision; the costings are the strategy's own 2018 plan rather than outturn, and a second envelope figure of KMF 21,012,860,485 recorded by a sweep appears nowhere in the held extract"
COM-gov.policy-national-data-governance-strategy,COM,gov.policy,Governance,instrument,Stratégie nationale de gouvernance des données 2027-2031,In development,2026-08-26,"Validation workshop held in Moroni, 24-25 August 2026",2026-03-18,Baseline not held,Did not exist,"A national data governance strategy for 2027 to 2031, reviewed and validated at a two-day workshop in Moroni on 24 and 25 August 2026 bringing together government, private sector and civil society with the African Union development agency. Participants examined its vision, guiding principles, five strategic pillars - digital infrastructure, data governance, interoperability, value creation and data skills - and the implementation plan meant to turn those into action. The text is not published, and no adoption instrument, date, budget or responsible body is on record",2026-08-26-auda-nepad-comoros-data-governance-strategy|2026-08-26-com-ria-national-data-strategy-validated|2026-03-19-alwatwan-conseil-ministres-strategie-gouvernance-donnees,,"the development agency's own account of a workshop it co-hosted; validation at a workshop is not adoption, and the strategy document itself is not held"
COM-gov.legislate-access-to-information-law,COM,gov.legislate,Governance,instrument,Access to information law,"Not held, searched 2026-08-31",2026-01-01,UNESCO's periodic-review submission states that none has been adopted,,No change,None adopted,"Still none. UNESCO's submission to the forty-sixth periodic review records plainly that no access-to-information law has been adopted, the constitution guaranteeing freedom of information only within conditions a law is to set",2026-01-01-com-unesco-upr46-no-ati-law,2026-08-31,the 2021 communication code regulates the press and does not create a right to obtain government records
COM-gov.legislate-reglement-monnaie-electronique,COM,gov.legislate,Governance,instrument,Central bank regulation on electronic-money activity,Implemented,2017-01-01,Reglement n 01/2017/BCC/DSBR,,No change,"In force, setting the conditions and modalities for carrying on electronic-money activity, on the authority of the 2013 banking law, the 1980 central-bank law, the 2012 anti-money-laundering law and the 2015 payment-systems decree","Unchanged; no replacement or amending instrument is on file, and the licensing decisions taken under it are not published",2017-01-01-com-bcc-reglement-01-2017-monnaie-electronique,,capture is a poor scan of the opening articles; the day and month of promulgation are not legible and the year is taken from the file path
COM-gov.legislate-code-numerique,COM,gov.legislate,Governance,instrument,Code numerique,Planned,2021-03-04,"A stated 2024 target passed with no adoption on file, checked 2026-08-04",2021-03-04,Stalled,"Not adopted, the 2024 target already missed",Not adopted,2021-03-04-com-anaden-avancees-code-numerique,,"The target was set by the digital agency itself, and nothing since 2021 records the programme as abandoned or re-dated"
COM-gov.legislate-cybercrime-provisions-of-the-penal,COM,gov.legislate,Governance,instrument,Cybercrime provisions of the penal code,Implemented,2021-03-04,"Promulgated by presidential decree 2021-02-16, at articles 449 to 505",,No change,"In force, covering technology-specific offences, online intellectual-property infringement, illicit conduct on electronic communications networks and online service-provider liability","Unchanged; no prosecution, caseload or enforcement figure is on file at either end",2021-03-04-com-anaden-avancees-code-numerique,,Known through the digital agency's account rather than the statutory text; Comoros criminalised cyber conduct inside the general penal code rather than in a digital statute
