indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,No change,[Digital Morocco 2030](2025-07-31 Morocco Digital Economy — US Country Commercial Guide (Digital Morocco 2030)) has been in force since September 2024 and picked up a [US$250m acceleration programme](2026-07-22 Morocco to Launch $250 Million World Bank-Backed Digital Transformation Program) in June 2026.,"The strategy's stated targets include a place in the global top 50 for electronic government and 100,000 people trained by 2030, and the technology sector was 6.8 per cent of gross domestic product on a 2025 figure ([strategy](2025-07-31 Morocco Digital Economy — US Country Commercial Guide (Digital Morocco 2030))).

A US$250m programme was attached to it in June 2026 ([programme](2026-07-22 Morocco to Launch $250 Million World Bank-Backed Digital Transformation Program)). Two held sources give the 2030 jobs target as 150,000 and as 240,000, and the base holds no progress report against any of the targets ([programme](2026-07-22 Morocco to Launch $250 Million World Bank-Backed Digital Transformation Program)).",MAR-gov.policy-digital-morocco-2030
gov.policy--broadband-strategy,Advanced,The [5G licence specification](2025-07-22-anrt-rapport-instruction-licences-5g) carries the country's only published coverage commitments: a quarter of the population by end-2026 and 70 per cent by 2030.,"The regulator's own instruction report sets a coverage floor of eight cities plus airports by November 2025, 25 per cent of the population by the end of 2026 and 70 per cent by the end of 2030, on a maximum of three twenty-year renewable licences ([instruction report](2025-07-22-anrt-rapport-instruction-licences-5g)).

It corrects a conflicting figure held elsewhere in the base. The bidders' own coverage commitments are not disclosed in the report, and no separate national broadband plan is held.",MAR-infra.connect-5g-licence-specification-coverage-obligations
gov.policy--data-storage-cloud-strategy,Advanced,"A [Cloud First policy](2025-01-01 Morocco adopts Cloud First Policy under Digital Morocco 2030) makes cloud the mandatory default for public technology investment, and a [cloud roadmap to 2030](2025-11-01-ausim-livre-blanc-cloud-au-maroc) sits behind it without published targets.","The policy made cloud the mandatory default for public-administration technology investment, with a national cloud observatory scheduled for 2027 that is not established ([policy](2025-01-01 Morocco adopts Cloud First Policy under Digital Morocco 2030)).

The roadmap sets six objectives and twenty-one intervention domains, a national cloud marketplace through the development agency, sovereign cloud under the qualification decree, and a national reference architecture promised from 2026; its claimed economics are a fifth to a third off procurement cost and MAD 100bn by 2030, and its formal targets, budget and milestones are still absent ([roadmap](2025-11-01-ausim-livre-blanc-cloud-au-maroc)).",MAR-gov.policy-cloud-first-policy|MAR-infra.store-cloud-roadmap-2025-2030
gov.policy--data-interoperability-framework-roadmap,Advanced,"The [AI Made in Morocco roadmap](2026-01-30-industries-ma-maroc-ia-2030-roadmap-programmes) names a digital commons platform, a twenty-interface library and once-only exchange, on a trade-press account rather than a published text.","A trade-press account of January 2026 sets out ten programmes under the roadmap, of which the data and interoperability strand names a digital commons platform, a library of twenty application interfaces and a once-only principle ([programmes](2026-01-30-industries-ma-maroc-ia-2030-roadmap-programmes)).

No ministry document setting out an interoperability framework or roadmap has been published, so the strand is on record only as reported and carries no timetable, custodian or list of participating administrations ([roadmap](2026-03-11-techafricanews-ai-made-in-morocco-industry-x0)).",MAR-tech.ai-ai-made-morocco-roadmap
gov.policy--ai-strategy,Advanced,"An [AI Made in Morocco roadmap](2026-01-12-mtnra-ai-made-in-morocco-jazari-root-launch) has been named by the ministry since January 2026, and no text of it has been published.","The roadmap was named at a national event on 12 January 2026, framed there as consolidating the country's 2030 artificial-intelligence programme, and repeated at subsequent signings ([launch](2026-01-12-mtnra-ai-made-in-morocco-jazari-root-launch), [seminar](2026-03-11-techafricanews-ai-made-in-morocco-industry-x0)).

A trade-press account describes ten programmes across trust, infrastructure, data, skills and a national Darija and Amazigh language model at alpha stage ([programmes](2026-01-30-industries-ma-maroc-ia-2030-roadmap-programmes)). No roadmap document is on file: every reference is a ministry statement.",MAR-tech.ai-ai-made-morocco-roadmap
gov.policy--data-localisation-policies,Advanced,"Sensitive data must be [hosted exclusively on national territory](2020-08-06-morocco-loi-05-20-cybersecurite), a [cloud qualification decree](2025-02-20-morocco-decret-2-24-921-prestataires-cloud) awaits its implementing order, and a [classification guide](2026-01-11 The Year of the Teeth Data Protection in Africa Roundup, 2025, Projections for 2026) sets the categories.","Law 05-20 article 11 mandates exclusive national hosting of sensitive data and article 49 sets a fine of MAD 200,000 to 400,000, doubled on repeat, while article 53 defers force to implementing texts and the definition of sensitive data sits in an unheld decree ([law](2020-08-06-morocco-loi-05-20-cybersecurite)).

Decree 2-24-921 was gazetted in February 2025 and is not in force: neither the qualification order nor the list of qualified providers is held, and level-2 qualification would require processing and storage exclusively on national territory and Moroccan majority ownership ([decree](2025-02-20-morocco-decret-2-24-921-prestataires-cloud)).

A national data classification guide categorises data by sensitivity and requires sensitive data to be stored domestically; its own text, issuing body and date are not held ([guide](2026-01-11 The Year of the Teeth Data Protection in Africa Roundup, 2025, Projections for 2026)).",MAR-infra.store-local-storage-requirement-sensitive-data|MAR-infra.store-decret-2-24-921-cloud-providers|MAR-gov.standards-data-classification-guide
gov.policy--open-data-policy,Advanced,"The open-data programme has [four published procedure volumes](2024-12-01-add-maroc-manuel-operationnel-standards-formats-donnees-ouvertes) and a four-strand action plan, with a steering committee of ten bodies established in December 2019.","The published procedure set runs to manuals for open-data officers and data managers from April 2021, a data-inventory methodology from February 2023 and a standards and formats manual from December 2024 ([inventory methodology](2023-02-01-add-maroc-guide-methodologique-inventaire-de-donnees), [standards manual](2024-12-01-add-maroc-manuel-operationnel-standards-formats-donnees-ouvertes)).

A steering committee of ten bodies was established in December 2019 and a readiness assessment carried out in 2020, after which a four-strand action plan covering legal, technical, organisational and usage work was adopted ([governance](2026-08-08-data-gov-ma-gouvernance-plan-actions-national-open-data)). The assessment report itself is not held.",MAR-data.open-open-data-portal
gov.legislate--data-protection-legislation,Advanced,"[Law 09-08](2026-08-04-protection-des-donnees-la-confiance-moteur-de-leconomie-numerique) has been in force since 2009, and the regulator states on the record that a recast is now in the legislative circuit.","The commission's president stated in August 2026 that a recast developed with the justice ministry has been sent to the government's general secretariat, describing it as clarification rather than replacement ([statement](2026-08-04-protection-des-donnees-la-confiance-moteur-de-leconomie-numerique), [account](2026-08-09-maroc-data-centers-leader-ia)).

No transmission date or text is held ([framework bill](2025-11-04-wearetech-morocco-landmark-law-ai-data-identity)). The statute's own text and gazette reference are not held either, nor any amending instrument, and a 2023 amendment survives only as an analyst's attributed statement ([guide](2025-07-31 Morocco Digital Economy — US Country Commercial Guide (Digital Morocco 2030))).",MAR-gov.legislate-personal-data-protection-law-09
gov.legislate--cybersecurity-legislation,No change,"[Law 05-20 on cybersecurity](2020-08-06-morocco-loi-05-20-cybersecurite) has been in force since July 2020, with its own article 53 deferring effect to implementing texts the base does not hold.","The law sets outsourcing conditions in article 12 and penalties in article 49, and defers its force to implementing texts in article 53 ([law](2020-08-06-morocco-loi-05-20-cybersecurite)).

The decree defining the sensitive data the law turns on is not held, so the statute is on the books and the base cannot establish which processing it reaches. No prosecution, enforcement action or compliance count under it is recorded.",MAR-infra.store-local-storage-requirement-sensitive-data
gov.legislate--legislation-covering-digital-id,Advanced,"[Law 72-18](2021-01-07-maroc-loi-72-18-ciblage-appui-social-agence-nationale-registres) creates the population and social registries, the civil and social digital identifier and the register agency, deferring force to implementing texts.","The statute was promulgated by dahir in August 2020 and creates the national population register, the unified social register, the civil and social digital identifier and the national register agency ([law](2021-01-07-maroc-loi-72-18-ciblage-appui-social-agence-nationale-registres)).

Articles 19 and 22 carve out defence and security processing, and article 45 defers force to implementing texts. The base holds no implementing decree, so the identifier's legal operation cannot be established from the statute alone.",MAR-dpi.registry-registry-legal-basis-law-72
