fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_type,doc_locator,source_slug,origin_record,record,programme_line
2024,30,MINISTERE DES FINANCES ET DU BUDGET,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,derived,,,,,80000000,,,,,,revised,revised,whole,false,XAF,budget-document,budget-estimates,"PLF 2025, volume des charges, section 30, imputation 30.33.02.05.120000.6014.11, colonne « Collectif 2024 »",,2024-10-30-caf-2024-30-30-33-02-05-120000-6014-11,budgets/CAF/2024.csv#caf-2024-30-30-33-02-05-120000-6014-11,Section 30 — MINISTERE DES FINANCES ET DU BUDGET
2024,50,MINISTERE DE LA COMMUNICATION ET DES MEDIAS,,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS,,,,,,derived,,,,,49996000,,,,,,revised,revised,whole,false,XAF,budget-document,budget-estimates,"PLF 2025, volume des charges, section 50, imputation 50.52.00.43.120000.2446.11, colonne « Collectif 2024 »",,2024-10-30-caf-2024-50-50-52-00-43-120000-2446-11,budgets/CAF/2024.csv#caf-2024-50-50-52-00-43-120000-2446-11,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS
2024,60,MINISTERE DE LA SANTE ET DE LA POPULATION,,Section 60 — MINISTERE DE LA SANTE ET DE LA POPULATION,,,,,,derived,,,,,20000000,,,,,,revised,revised,whole,false,XAF,budget-document,budget-estimates,"PLF 2025, volume des charges, section 60, imputation 60.61.00.06.120000.6439.11, colonne « Collectif 2024 »",,2024-10-30-caf-2024-60-60-61-00-06-120000-6439-11,budgets/CAF/2024.csv#caf-2024-60-60-61-00-06-120000-6439-11,Section 60 — MINISTERE DE LA SANTE ET DE LA POPULATION
2024,85,"MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,derived,,,,,500000000,,,,,,revised,revised,unclear,false,XAF,budget-document,budget-estimates,"PLF 2025, volume des charges, section 85, imputation 85.88.00.05.120000.6439.11, colonne « Collectif 2024 »",,2024-10-30-caf-2024-85-85-88-00-05-120000-6439-11,budgets/CAF/2024.csv#caf-2024-85-85-88-00-05-120000-6439-11,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2024,85,"MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,derived,,,,,11250000,,,,,,revised,revised,whole,false,XAF,budget-document,budget-estimates,"PLF 2025, volume des charges, section 85, imputation 85.88.00.14.120000.2119.11, colonne « Collectif 2024 »",,2024-10-30-caf-2024-85-85-88-00-14-120000-2119-11,budgets/CAF/2024.csv#caf-2024-85-85-88-00-14-120000-2119-11,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2024,85,"MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,derived,,,,,1300000000,,,,,,revised,revised,partial,false,XAF,budget-document,budget-estimates,"PLF 2025, volume des charges, section 85, imputation 85.88.00.20.120000.6439.11, colonne « Collectif 2024 »",,2024-10-30-caf-2024-85-85-88-00-20-120000-6439-11,budgets/CAF/2024.csv#caf-2024-85-85-88-00-20-120000-6439-11,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2024,85,"MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,derived,,,,,50000000,,,,,,revised,revised,whole,false,XAF,budget-document,budget-estimates,"PLF 2025, volume des charges, section 85, imputation 85.88.00.21.120000.6439.11, colonne « Collectif 2024 »",,2024-10-30-caf-2024-85-85-88-00-21-120000-6439-11,budgets/CAF/2024.csv#caf-2024-85-85-88-00-21-120000-6439-11,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2024,85,"MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,derived,,,,,100000000,,,,,,revised,revised,partial,false,XAF,budget-document,budget-estimates,"PLF 2025, volume des charges, section 85, imputation 85.88.00.23.120000.6324.11, colonne « Collectif 2024 »",,2024-10-30-caf-2024-85-85-88-00-23-120000-6324-11,budgets/CAF/2024.csv#caf-2024-85-85-88-00-23-120000-6324-11,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2025,03,PRIMATURE,03.00.00.00.160003,Direction des Ressources,03.13.00.00.160003.2369.11,Autres acquisitions et travaux importants sur réseaux informatiques,,,2369 Autres acquisitions et travaux importants sur réseaux informatiques,printed,printed,line,,15000000,15000000,,,,,,appropriated,revised,unclear,false,XAF,budget-document,budget-estimates,"PLF 2025, SIM_ba volume des charges, p. 42 of 579, section 03, service 03.00.00.00.160003, imputation 03.13.00.00.160003.2369.11, column Crédit 2025 (Financement intérieur); Loi de finances 2025 annex p. 42 of 580; PLF 2026, p. 42 of 602, column Collectif 2025",2024-12-10-caf-2025-30-30-31-00-03-230002-6439-11,,budgets/CAF/2025.csv#caf-2025-03-03-13-00-00-160003-2369-11,Autres acquisitions et travaux importants sur réseaux informatiques
2025,03,PRIMATURE,03.00.00.00.230000,Direction Générale de l'École Nationale de l'Administration et de la Magistrature,03.13.00.00.230000.2369.11,Autres acquisitions et travaux importants sur réseaux informatiques,,,2369 Autres acquisitions et travaux importants sur réseaux informatiques,printed,printed,line,,7000000,5250000,,,,,,appropriated,revised,unclear,false,XAF,budget-document,budget-estimates,"PLF 2025, SIM_ba volume des charges, p. 46 of 579, section 03, service 03.00.00.00.230000, imputation 03.13.00.00.230000.2369.11, column Crédit 2025 (Financement intérieur); Loi de finances 2025 annex p. 46 of 580; PLF 2026, p. 45 of 602, column Collectif 2025",2024-12-10-caf-2025-30-30-31-00-03-230002-6439-11,,budgets/CAF/2025.csv#caf-2025-03-03-13-00-00-230000-2369-11,Autres acquisitions et travaux importants sur réseaux informatiques
